78,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,173.66,-1.08,-0.00,0.00,-4.42,0.00,0.00,0.88,-2.57,0.00,0.00,0.00,1.00,0
79,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,163.90,-1.08,-0.00,0.00,-17.19,0.00,0.00,0.88,-5.93,0.00,0.00,0.00,1.00,0
80,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,161.29,-1.08,-0.00,0.00,-150.65,0.00,0.00,0.88,1.13,0.00,0.00,0.00,1.00,0
81,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,153.44,-1.08,-0.00,0.00,-90.46,0.00,0.00,0.88,-9.15,0.00,0.00,0.00,1.00,0
82,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,155.34,-1.08,-0.00,0.00,-143.11,0.00,0.00,0.88,-1.45,0.00,0.00,0.00,1.00,0
83,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,142.26,-1.08,-0.00,0.00,-69.84,0.00,0.00,0.88,-9.81,0.00,0.00,0.00,1.00,0
84,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,142.97,-1.08,-0.00,0.00,-121.87,0.00,0.00,0.88,-6.71,0.00,0.00,0.00,1.00,0
85,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,142.26,-1.08,-0.00,0.00,-184.98,0.00,0.00,0.88,11.21,0.00,0.00,0.00,1.00,0
86,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,132.50,-1.08,-0.00,0.00,-90.46,0.00,0.00,0.88,-8.05,0.00,0.00,0.00,1.00,0
87,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,132.50,-1.08,-0.00,0.00,-142.80,0.00,0.00,0.88,3.97,0.00,0.00,0.00,1.00,0
88,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,122.03,-1.08,-0.00,0.00,-59.06,0.00,0.00,0.88,-8.16,0.00,0.00,0.00,1.00,0
89,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,110.86,-1.08,-0.00,0.00,-69.84,0.00,0.00,0.88,-6.98,0.00,0.00,0.00,1.00,0
90,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,108.95,-1.08,-0.00,0.00,-163.73,0.00,0.00,0.88,24.22,0.00,0.00,0.00,1.00,0
91,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,100.39,-1.08,-0.00,0.00,-80.31,0.00,0.00,0.88,-4.02,0.00,0.00,0.00,1.00,0
92,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,90.63,-1.08,-0.00,0.00,-69.53,0.00,0.00,0.88,-3.60,0.00,0.00,0.00,1.00,0
93,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,77.55,-1.08,-0.00,0.00,-80.00,0.00,0.00,0.88,3.73,0.00,0.00,0.00,1.00,0
94,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,67.08,-1.08,-0.00,0.00,-69.53,0.00,0.00,0.88,3.97,0.00,0.00,0.00,1.00,0
95,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,71.61,-1.08,-0.00,0.00,-153.58,0.00,0.00,0.88,30.89,0.00,0.00,0.00,1.00,0
96,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,59.23,-1.08,-0.00,0.00,-153.27,0.00,0.00,0.88,30.27,0.00,0.00,0.00,1.00,0
97,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,211.00,-1.08,-0.00,0.00,-25.04,0.00,0.00,0.88,-0.28,0.00,0.00,0.00,1.00,0
98,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,200.54,-1.08,-0.00,0.00,16.82,0.00,0.00,0.88,3.79,0.00,0.00,0.00,1.00,0
99,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,181.51,-1.08,-0.00,0.00,32.22,0.00,0.00,0.88,3.62,0.00,0.00,0.00,1.00,0
100,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,165.81,-1.08,-0.00,0.00,0.82,0.00,0.00,0.88,-2.95,0.00,0.00,0.00,1.00,0
101,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,165.81,-1.08,-0.00,0.00,-124.79,0.00,0.00,0.88,-5.10,0.00,0.00,0.00,1.00,0
102,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,153.44,-1.08,-0.00,0.00,-61.68,0.00,0.00,0.88,-11.15,0.00,0.00,0.00,1.00,0
103,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,153.44,-1.08,-0.00,0.00,-114.02,0.00,0.00,0.88,-6.33,0.00,0.00,0.00,1.00,0
104,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,153.44,-1.08,-0.00,0.00,-187.29,0.00,0.00,0.88,8.03,0.00,0.00,0.00,1.00,0
105,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,137.73,-1.08,-0.00,0.00,-82.61,0.00,0.00,0.88,-8.94,0.00,0.00,0.00,1.00,0
106,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,142.97,-1.08,-0.00,0.00,-134.95,0.00,0.00,0.88,-4.28,0.00,0.00,0.00,1.00,0
107,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,134.41,-1.08,-0.00,0.00,-51.52,0.00,0.00,0.88,-7.17,0.00,0.00,0.00,1.00,0
108,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,134.41,-1.08,-0.00,0.00,-103.86,0.00,0.00,0.88,-7.50,0.00,0.00,0.00,1.00,0
109,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,132.50,-1.08,-0.00,0.00,-155.88,0.00,0.00,0.88,11.58,0.00,0.00,0.00,1.00,0
110,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,123.94,-1.08,-0.00,0.00,-82.92,0.00,0.00,0.88,-7.74,0.00,0.00,0.00,1.00,0
111,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,116.80,-1.08,-0.00,0.00,-161.12,0.00,0.00,0.88,20.92,0.00,0.00,0.00,1.00,0
112,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,106.33,-1.08,-0.00,0.00,-103.55,0.00,0.00,0.88,3.80,0.00,0.00,0.00,1.00,0
113,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,97.77,-1.08,-0.00,0.00,-61.99,0.00,0.00,0.88,-5.22,0.00,0.00,0.00,1.00,0
114,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,90.63,-1.08,-0.00,0.00,-61.68,0.00,0.00,0.88,-5.67,0.00,0.00,0.00,1.00,0
115,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,76.84,-1.08,-0.00,0.00,-56.75,0.00,0.00,0.88,0.88,0.00,0.00,0.00,1.00,0
116,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,76.84,-1.08,-0.00,0.00,-109.09,0.00,0.00,0.88,15.95,0.00,0.00,0.00,1.00,0
117,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,69.70,-1.08,-0.00,0.00,-145.42,0.00,0.00,0.88,28.43,0.00,0.00,0.00,1.00,0
118,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,55.91,-1.08,-0.00,0.00,-140.49,0.00,0.00,0.88,23.43,0.00,0.00,0.00,1.00,0
119,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,205.77,-1.08,-0.00,0.00,-87.85,0.00,0.00,0.88,-9.54,0.00,0.00,0.00,1.00,0
120,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,174.37,-1.08,-0.00,0.00,16.82,0.00,0.00,0.88,2.14,0.00,0.00,0.00,1.00,0
121,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,153.44,-1.08,-0.00,0.00,-108.78,0.00,0.00,0.88,-5.99,0.00,0.00,0.00,1.00,0
122,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,142.97,-1.08,-0.00,0.00,-140.18,0.00,0.00,0.88,-3.22,0.00,0.00,0.00,1.00,0
123,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,132.50,-1.08,-0.00,0.00,-161.12,0.00,0.00,0.88,14.01,0.00,0.00,0.00,1.00,0
124,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,113.48,-1.08,-0.00,0.00,-77.69,0.00,0.00,0.88,-4.39,0.00,0.00,0.00,1.00,0
125,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,90.63,-1.08,-0.00,0.00,-66.91,0.00,0.00,0.88,-4.70,0.00,0.00,0.00,1.00,0
126,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,69.70,-1.08,-0.00,0.00,-150.65,0.00,0.00,0.88,28.93,0.00,0.00,0.00,1.00,0
127,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,220.96,-1.08,-0.00,0.00,0.82,0.00,0.00,0.88,1.34,0.00,0.00,0.00,1.00,0
128,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,221.07,-1.08,-0.00,0.00,-33.71,0.00,0.00,0.88,2.56,0.00,0.00,0.00,1.00,0
129,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,215.84,-1.08,-0.00,0.00,13.39,0.00,0.00,0.88,5.02,0.00,0.00,0.00,1.00,0
130,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,210.50,-1.08,-0.00,0.00,3.43,0.00,0.00,0.88,1.63,0.00,0.00,0.00,1.00,0
131,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,210.61,-1.08,-0.00,0.00,-20.63,0.00,0.00,0.88,-0.96,0.00,0.00,0.00,1.00,0
132,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,210.50,-1.08,-0.00,0.00,-75.07,0.00,0.00,0.88,-10.10,0.00,0.00,0.00,1.00,0
133,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,210.50,-1.08,-0.00,0.00,-88.16,0.00,0.00,0.88,-9.57,0.00,0.00,0.00,1.00,0
134,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,200.14,-1.08,-0.00,0.00,23.86,0.00,0.00,0.88,3.94,0.00,0.00,0.00,1.00,0
135,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,205.37,-1.08,-0.00,0.00,2.92,0.00,0.00,0.88,0.19,0.00,0.00,0.00,1.00,0
136,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,207.88,-1.08,-0.00,0.00,-22.74,0.00,0.00,0.88,-1.07,0.00,0.00,0.00,1.00,0
137,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,200.03,-1.08,-0.00,0.00,-90.77,0.00,0.00,0.88,-10.24,0.00,0.00,0.00,1.00,0
138,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,194.80,-1.08,-0.00,0.00,19.13,0.00,0.00,0.88,1.58,0.00,0.00,0.00,1.00,0
139,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,192.18,-1.08,-0.00,0.00,13.90,0.00,0.00,0.88,1.33,0.00,0.00,0.00,1.00,0
140,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,189.67,-1.08,-0.00,0.00,-148.85,0.00,0.00,0.88,-5.88,0.00,0.00,0.00,1.00,0
141,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,186.95,-1.08,-0.00,0.00,-158.81,0.00,0.00,0.88,-4.64,0.00,0.00,0.00,1.00,0
142,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,184.44,-1.08,-0.00,0.00,-185.49,0.00,0.00,0.88,1.04,0.00,0.00,0.00,1.00,0
143,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,173.97,-1.08,-0.00,0.00,23.86,0.00,0.00,0.88,3.72,0.00,0.00,0.00,1.00,0
144,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,168.63,-1.08,-0.00,0.00,-9.65,0.00,0.00,0.88,-5.04,0.00,0.00,0.00,1.00,0
145,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,158.27,-1.08,-0.00,0.00,5.54,0.00,0.00,0.88,-1.21,0.00,0.00,0.00,1.00,0
146,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,163.39,-1.08,-0.00,0.00,-82.92,0.00,0.00,0.88,-11.24,0.00,0.00,0.00,1.00,0
147,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,158.16,-1.08,-0.00,0.00,-103.86,0.00,0.00,0.88,-6.45,0.00,0.00,0.00,1.00,0
148,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,158.27,-1.08,-0.00,0.00,-122.68,0.00,0.00,0.88,-5.43,0.00,0.00,0.00,1.00,0
149,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,158.27,-1.08,-0.00,0.00,-146.23,0.00,0.00,0.88,-0.31,0.00,0.00,0.00,1.00,0
150,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,150.42,-1.08,-0.00,0.00,-41.56,0.00,0.00,0.88,-9.20,0.00,0.00,0.00,1.00,0
151,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,147.80,-1.08,-0.00,0.00,-62.50,0.00,0.00,0.88,-10.11,0.00,0.00,0.00,1.00,0
152,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,155.54,-1.08,-0.00,0.00,-85.54,0.00,0.00,0.88,-10.93,0.00,0.00,0.00,1.00,0
153,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,150.42,-1.08,-0.00,0.00,-88.66,0.00,0.00,0.88,-9.29,0.00,0.00,0.00,1.00,0
154,Tree2,0.10,0.10,0.10,-0.00,1.08,0.00,150.31,-1.08,-0.00,0.00,-116.94,0.00,0.00,0.88,-7.06,0.00,0.00,0.00,1.00,0
155,Tree3,0.10,0.10,0.10,-0.00,1.08,0.00,147.80,-1.08,-0.00,0.00,-117.45,0.00,0.00,0.88,-9.26,0.00,0.00,0.00,1.00,0
156,Tree1,0.10,0.10,0.10,-0.00,1.08,0.00,147.80,-1.08,-0.00,0.00,-146.23,0.00,0.00,0.88,-0.90,0.00,0.00,0.00,1.00,0
